STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,Description,Facility Carried,Bridge Location,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,Year Built,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,FED_AGENCY,STATUS,Sufficiency Rating,Map Location
200091028S14182,1,1,1,91,2,27,69550,'I 91 OVER US 5          ','I 00091 ML        ','I 91 EXIT 7              ',99.99,67.078999999999994,1,270000091,0,43160000,72255900,0,3,1,1,1,1965,2,4,5375,1998,5,11,1,12,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,4,0,9.1,17.100000000000001,63.1,0.2,0.2,9.1,10.7,99.99,H,5.28,H,3.4,1.8,6,7,5,N,N,1,66.599999999999994,1,39.6,5,4,7,5,N,8,35,1,63.1,410,24,N  ,N  ,N  ,,,,1449,35,1484,2011,1,L,1,,1,0,0,1,6,2,0,13,1,,Y,N,8438,2018,N,0,70,"(43160000, 72255900)"
200091029N14182,1,1,1,91,2,27,69550,'I 91 OVER TH NO 3       ','I 00091 ML        ','3.3 MI N EXIT 7          ',99.99,72.388999999999996,1,270000091,0,43184500,72251700,2,3,1,1,1,1965,2,2,5250,1998,5,11.9,1,45,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,11.6,18.3,37.5,0.2,0.2,11.6,13.1,99.99,H,4.5,H,2.7,0,6,7,7,N,N,1,58.5,1,34.200000000000003,7,6,5,5,N,8,,,,410,24,N  ,N  ,N  ,,,,,,,,1,R,1,,1,0,0,1,6,2,0,13,1,,Y,N,8242,2018,N,0,96.5,"(43184500, 72251700)"
200091029S14182,1,1,1,91,2,27,69550,'I 91 OVER TH NO 3       ','I 00091 ML        ','3.3 MI N EXIT 7          ',99.99,72.388999999999996,1,270000091,0,43184400,72251900,2,3,1,1,1,1965,2,2,5250,1998,5,11.9,1,45,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,11.6,18.3,37.5,0.2,0.2,11.6,13.1,99.99,H,4.27,H,2.7,0,5,7,7,N,N,1,58.5,1,34.200000000000003,7,6,4,5,N,8,,,,410,24,N  ,N  ,N  ,,,,,,,,1,L,1,,1,0,0,1,6,2,0,13,1,,Y,N,8242,2018,N,0,94.5,"(43184400, 72251900)"
200091030N14202,1,1,1,91,2,27,77500,'I 91 OVER VT 131        ','I 00091 ML        ','I 91 EXIT 8              ',99.99,82.653999999999996,1,270000091,0,43241100,72245100,0,3,1,1,1,1965,2,2,5250,1998,5,11.3,1,48,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,9.1,25.9,66.8,0.2,0.2,9.1,10.7,99.99,H,4.57,H,4.6,0,7,5,6,N,N,1,52.2,1,31.5,5,4,6,5,N,8,35,1,66.8,410,24,N  ,N  ,N  ,,,,1533,35,1568,2011,1,R,1,,1,0,0,1,6,2,0,13,1,,Y,N,8242,2018,N,0,69.7,"(43241100, 72245100)"
200091030S14202,1,1,1,91,2,27,77500,'I 91 OVER VT 131        ','I 00091 ML        ','I 91 EXIT 8              ',99.99,82.653999999999996,1,270000091,0,43241000,72245200,0,3,1,1,1,1965,2,2,5250,1998,5,11.3,1,48,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,9.1,25.9,66.8,0.2,0.2,9.1,10.7,99.99,H,4.6,H,4.6,0,6,4,6,N,N,1,52.2,1,31.5,4,4,6,5,N,8,35,1,66.8,410,24,N  ,N  ,N  ,,,,1533,35,1568,2011,1,L,1,,1,0,0,1,6,2,0,13,1,,Y,N,8242,2018,N,1,53.7,"(43241000, 72245200)"
200102001102142,1,3,1,100,1,3,69775,'CRAZY JOHN STREAM       ','VT 00100 ML       ','4.3 MI N MASS.STATE LINE ',99.99,0,0,,,42473000,73015400,42,3,1,1,7,1963,2,0,1300,1998,5,9.4,0,30,0,0,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,9.4,7.6,8.5,0,0,9.4,11.1,99.99,N,0,N,0,0,6,6,8,6,N,1,45,1,27,6,5,N,5,6,8,,,,611,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,6,0,,Y,7,1820,2018,N,0,89.6,"(42473000, 73015400)"
200091033N14232,1,1,1,91,4,27,84925,'I 91 OVER VT 44 MILLB   ','I 00091 ML        ','3.7 MI N EXIT 8          ',99.99,88.703999999999994,1,270000091,0,43271200,72242400,2,3,1,1,1,1966,2,2,6200,1998,5,11.3,1,0,0,1,1,1,1,5,0,0,0,A,1,6,4,3,0,0,4,0,9.1,56.1,201.2,0.5,0.5,9.1,10.8,99.99,H,21.95,H,6.2,0,7,4,7,7,N,2,63.9,2,35.1,4,4,9,5,8,8,35,1,201.2,810,24,Y24,N  ,Y12,1010,,1111,4686,35,4721,2011,1,R,1,,1,0,0,1,6,2,8,13,1,,Y,8,9734,2018,N,1,52.8,"(43271200, 72242400)"
200091033S14232,1,1,1,91,4,27,84925,'I 91 OVER VT 44 MILLB   ','I 00091 ML        ','3.7 MI N EXIT 8          ',99.99,88.703999999999994,1,270000091,0,43271200,72242500,2,3,1,1,1,1966,2,2,6200,1998,5,11.3,1,0,0,0,0,0,0,5,0,0,0,A,1,6,4,3,0,0,4,0,9.1,56.1,201.2,0.5,0.5,9.1,10.8,99.99,H,20.12,H,2.7,0,8,4,7,7,N,2,63.9,2,35.1,4,4,5,5,8,8,31,1,221.3,810,24,Y24,N  ,Y12,1010,,1111,6314,150,6464,2011,1,L,1,,1,0,0,1,6,2,8,13,1,,Y,8,9734,2018,N,1,48.8,"(43271200, 72242500)"
200091034N14232,1,1,1,91,4,27,84925,'I 91 OVER TH NO 5       ','I 00091 ML        ','3.0 MI S EXIT 9          ',99.99,92.356999999999999,1,270000091,0,43291000,72242500,2,3,1,1,1,1965,2,2,6200,1998,5,11.6,1,22,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,9.1,19.8,51.2,0.5,0.5,9.1,10.8,99.99,H,5.92,H,5.2,0,7,7,6,N,N,1,63,1,37.799999999999997,6,2,9,5,N,8,35,1,51.2,810,24,N  ,N  ,N  ,,,,1189,35,1224,2011,1,R,1,,1,0,0,1,6,2,0,13,1,,Y,N,9734,2018,N,2,78.3,"(43291000, 72242500)"
200091034S14232,1,1,1,91,4,27,84925,'I 91 OVER TH NO 5       ','I 00091 ML        ','3.0 MI S EXIT 9          ',99.99,92.356999999999999,1,270000091,0,43291100,72242600,2,3,1,1,1,1965,2,2,6200,1998,5,11.6,1,22,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,9.1,19.8,51.2,0.2,0.2,9.1,10.8,99.99,H,5.18,H,5.2,0,7,7,5,N,N,1,63,1,37.799999999999997,5,2,9,5,N,8,35,1,51.2,810,24,N  ,N  ,N  ,,,,1189,35,1224,2011,1,L,1,,1,0,0,1,6,2,0,13,1,,Y,N,9734,2018,N,2,67.099999999999994,"(43291100, 72242600)"
200091035N14232,1,1,1,91,4,27,84925,'I 91 OVER TH NO 3       ','I 00091 ML        ','2.1 MI S EXIT 9          ',99.99,93.885000000000005,1,270000091,0,43295800,72243800,2,3,1,1,1,1965,2,2,6200,1998,5,11.6,1,25,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,11.6,35.4,36.299999999999997,0.2,0.2,11.6,13.2,99.99,H,4.62,H,3.4,0,8,8,6,N,N,1,89.1,1,62.1,6,6,6,5,N,8,,,,1010,24,N  ,N  ,N  ,,,,,,,,1,R,1,,1,0,0,1,6,2,0,13,1,,Y,N,9734,2018,N,0,97.4,"(43295800, 72243800)"
200091035S14232,1,1,1,91,4,27,84925,'I 91 OVER TH NO 3       ','I 00091 ML        ','2.1 MI S EXIT 9          ',99.99,93.885000000000005,1,270000091,0,43295900,72243900,2,3,1,1,1,1965,2,2,6200,1998,5,11.6,1,25,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,11.6,35.4,36.299999999999997,0.2,0.2,11.6,13.2,99.99,H,4.37,H,4.3,0,8,8,6,N,N,1,89.1,1,62.1,6,6,5,5,N,8,,,,1010,24,N  ,N  ,N  ,,,,,,,,1,L,1,,1,0,0,1,6,2,0,13,1,,Y,N,9734,2018,N,0,96.4,"(43295900, 72243900)"
200091039N14092,1,1,1,91,4,27,32425,'I 91 OVER US 5          ','I 00091 ML        ','3.6 MI S I 91-I 89 INTERS',99.99,106.5,1,270000091,0,43353700,72211200,2,3,1,1,1,1966,2,2,7500,1998,5,11.6,1,25,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,9.1,23.8,52.7,0.5,0.5,9.1,10.8,99.99,H,5.13,H,4.5,0,8,7,7,N,N,1,71.099999999999994,1,42.3,7,2,9,5,N,8,35,1,52.7,410,24,N  ,N  ,N  ,,,,1228,35,1263,2011,1,R,1,,1,0,0,1,6,2,0,13,1,,Y,N,11775,2018,N,2,78.099999999999994,"(43353700, 72211200)"
200091039S14092,1,1,1,91,4,27,32425,'I 91 OVER US 5          ','I 00091 ML        ','3.6 MI S I 91-I 89 INTERS',99.99,106.5,1,270000091,0,43353800,72211200,2,3,1,1,1,1966,2,2,7500,1998,5,11.6,1,25,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,9.1,23.8,52.7,0.5,0.5,9.1,10.8,99.99,H,4.98,H,4.7,0,8,8,7,N,N,1,71.099999999999994,1,42.3,7,2,7,5,N,8,35,1,52.7,410,24,N  ,N  ,N  ,,,,1228,35,1263,2011,1,L,1,,1,0,0,1,6,2,0,13,1,,Y,N,11775,2018,N,2,78.099999999999994,"(43353800, 72211200)"
200091040N14092,1,1,1,91,4,27,32425,'OTTAUQUECHEE RIVER      ','I 00091 ML        ','3.5 MI S I 91-I 89 INTERS',99.99,106.75700000000001,1,270000091,0,43354000,72210200,2,3,1,1,1,1966,2,0,7500,1998,5,12.5,1,0,0,1,1,1,1,5,0,0,0,A,1,5,4,3,0,0,2,0,9.1,47.2,96.3,0.5,0.5,9.1,10.9,99.99,N,0,N,0,0,7,7,7,8,N,2,73.8,2,41.4,7,4,N,5,8,8,,,,410,24,Y24,Y60,N  ,1010,908,,,,,,1,R,1,,1,0,0,1,6,2,0,13,1,,Y,8,11775,2018,N,0,80.099999999999994,"(43354000, 72210200)"
200091040S14092,1,1,1,91,4,27,32425,'OTTAUQUECHEE RIVER      ','I 00091 ML        ','3.5 MI S I 91-I 89 INTERS',99.99,106.75700000000001,1,270000091,0,43354000,72210200,2,3,1,1,1,1966,2,0,7500,1998,5,12.5,1,0,0,1,1,1,1,5,0,0,0,A,1,5,4,3,0,0,2,0,9.1,47.2,96.3,0.5,0.5,9.1,10.9,99.99,N,0,N,0,0,7,7,6,8,N,2,73.8,2,41.4,6,4,N,5,8,8,,,,410,24,Y24,Y60,N  ,1010,908,,,,,,1,L,1,,1,0,0,1,6,2,0,13,1,,Y,8,11775,2018,N,0,80.099999999999994,"(43354000, 72210200)"
200091041C14082,1,1,7,91,4,27,32275,'I 91 RAMP C OVER I89    ','I 00091 RAMP      ','0.1 MI E JCT. I 89 & I 91',99.99,111.842,1,270000091,0,43382000,72201200,0,3,1,1,1,1965,1,4,4214,1998,5,8.5,1,3,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,2,0,7.3,29.3,59.7,0.2,0.2,7.3,8.800000000000001,99.99,H,5.03,H,6.4,5.1,8,7,5,N,N,1,87.3,1,52.2,5,7,6,5,N,6,,,,410,24,N  ,N  ,N  ,,,,,,,,1,N,1,,1,0,0,1,6,2,0,13,1,,Y,N,6615,2018,N,0,82,"(43382000, 72201200)"
200091041N14082,1,1,1,91,4,27,32275,'I 91 OVER RAMP C I 91   ','I 00091 ML        ','0.1 MI S I 91-I 89 INTERS',99.99,112.11499999999999,1,270000091,0,43381700,72201800,0,3,1,1,1,1965,2,1,12800,1998,5,12.5,1,15,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,11.6,32.299999999999997,34.1,0.2,0.2,11.6,13.1,99.99,H,5,H,6.3,6.3,7,8,6,N,N,1,89.1,1,88.2,6,6,7,5,N,8,,,,1010,24,N  ,N  ,N  ,,,,,,,,1,R,1,,1,0,0,1,6,2,0,13,1,,Y,N,20096,2018,N,0,93,"(43381700, 72201800)"
200091041S14082,1,1,1,91,4,27,32275,'I 91 OVER RAMP C I91    ','I 00091 ML        ','0.1 MI S I 91-I 89 INTERS',99.99,112.11499999999999,1,270000091,0,43381700,72201900,0,3,1,1,1,1965,2,1,12800,1998,5,12.5,1,10,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,11.6,29.6,30.2,0.2,0.2,11.6,13.1,99.99,H,4.98,H,7.6,6.7,7,8,7,N,N,1,89.1,1,53.1,7,6,7,5,N,8,,,,410,24,N  ,N  ,N  ,,,,,,,,1,L,1,,1,0,0,1,6,2,0,13,1,,Y,N,20096,2018,N,0,93,"(43381700, 72201900)"
200091042N14082,1,1,1,91,4,27,32275,'I 91NB OVER I89         ','I 00091 ML        ','I 91-I 89 INTERSECTION   ',99.99,112.324,1,270000091,0,43382300,72201800,0,3,1,1,1,1965,3,4,12800,1998,5,12.8,1,38,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,4,0,12.8,28.7,105.5,0.2,0.2,12.8,14.3,99.99,H,6.43,H,3.4,7.1,6,8,5,N,N,2,61.2,2,37.799999999999997,5,4,5,5,N,8,35,1,105.5,910,24,N  ,N  ,N  ,,,,3252,35,3287,2011,1,R,1,,1,0,0,1,6,2,0,13,1,,Y,N,20096,2018,N,0,69,"(43382300, 72201800)"
200091042S14082,1,1,1,91,4,27,32275,'I 91 OVER I 89          ','I 00091 ML        ','I 91-I 89 INTERSECTION   ',99.99,112.324,1,270000091,0,43382400,72201900,0,3,1,1,1,1965,3,4,12800,1998,5,13.4,1,39,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,4,0,12.8,28.7,99.4,0.2,0.2,12.8,14.3,99.99,H,5.18,H,3.5,6.6,6,8,5,N,N,2,63,2,40.5,5,4,5,5,N,8,35,1,99.4,910,24,N  ,N  ,N  ,,,,3064,35,3099,2011,1,L,1,,1,0,0,1,6,2,8,13,1,,Y,N,20096,2018,N,0,69,"(43382400, 72201900)"
200091043N14082,1,1,1,91,4,27,32275,'I 91 OVER US 5          ','I 00091 ML        ','I 91 EXIT 11             ',99.99,112.952,1,270000091,0,43384400,72201600,0,3,1,1,1,1966,2,2,12800,1998,5,11.9,1,30,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,11.4,30.5,61.6,0.2,0.2,11.4,12.8,99.99,H,4.62,H,4,0,4,5,6,N,N,2,53.1,2,30.6,5,5,4,5,N,8,35,1,61.6,1010,24,N  ,N  ,Y24,,,1010,1697,35,1732,2011,1,R,1,,1,0,0,1,6,2,0,13,1,,Y,N,20096,2018,N,1,80.2,"(43384400, 72201600)"
200091043S14082,1,1,1,91,4,27,32275,'I 91 OVER US 5          ','I 00091 ML        ','I 91 EXIT 11             ',99.99,112.952,1,270000091,0,43384400,72201700,0,3,1,1,1,1966,3,2,12800,1998,5,14.3,1,22,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,12.8,30.5,61.6,0.2,0.2,12.8,14.5,99.99,H,5.44,H,2.4,0,7,3,6,N,N,2,57.6,2,34.200000000000003,3,4,5,0,N,8,31,1,67.7,1010,24,N  ,N  ,Y12,,,1011,2597,150,2747,2011,1,L,1,,1,0,0,1,6,2,0,13,1,,Y,N,20096,2018,N,1,36,"(43384400, 72201700)"
200091044N14082,1,1,1,91,4,27,32275,'US 4 VT 14 NECR WHTR    ','I 00091 ML        ','1.0 MI S EXIT 12         ',99.99,114.15900000000001,1,270000091,0,43391800,72195000,2,3,1,1,1,1967,2,4,9250,1998,5,11.6,1,0,0,1,1,1,1,5,0,0,0,A,1,8,4,3,0,0,7,0,9.1,73.2,365.2,0.5,0.5,9.1,10.8,99.99,H,5.41,R,1.5,0,6,6,6,8,N,2,51.3,2,34.200000000000003,6,4,3,5,8,6,35,1,365.2,410,24,Y24,N  ,Y60,1010,,1006,8506,35,8541,2011,1,R,1,,1,0,0,1,6,2,8,13,1,,Y,8,14522,2018,N,2,75.900000000000006,"(43391800, 72195000)"
200091044S14082,1,1,1,91,4,27,32275,'US 4 VT 14 NECR WHTR    ','I 00091 ML        ','1.0 MI S EXIT 12         ',99.99,114.15900000000001,1,270000091,0,43391800,72195100,2,3,1,1,1,1967,2,6,9250,1998,5,11.6,1,0,0,1,1,1,1,5,0,0,0,A,1,8,4,3,0,0,7,0,9.1,73.2,359.1,0.5,0.5,9.1,10.8,99.99,H,5.28,H,1.5,0,6,6,7,8,N,2,51.3,2,34.200000000000003,6,4,3,5,9,6,35,1,359.1,410,24,Y24,N  ,Y60,1010,,1006,8364,35,8399,2011,1,L,1,,1,0,0,1,6,2,0,13,1,,Y,8,14522,2018,N,2,75.900000000000006,"(43391800, 72195100)"
200102001402092,1,3,1,100,1,3,58600,'W. BR. DEERFIELD RIVER  ','VT 00100 ML       ','0.8 MI S JCT. VT.8       ',99.99,0,0,,,42493400,73000400,42,3,1,1,7,1963,2,0,1300,1998,5,9.1,0,30,0,0,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,9.699999999999999,20.399999999999999,21,0.5,0.5,9.699999999999999,11,99.99,N,0,N,0,0,8,8,7,5,N,2,60.3,2,34.200000000000003,7,5,N,5,8,8,,,,611,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,6,0,,Y,8,1820,2018,N,0,96.4,"(42493400, 73000400)"
200091045N14082,1,1,1,91,4,27,32275,'I 91 OVER WILDER SH     ','I 00091 ML        ','I 91 EXIT 12             ',99.99,115.864,1,270000091,0,43395900,72190800,0,3,1,1,1,1967,2,2,8700,1998,5,11.6,1,13,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,11.4,20.7,47.9,0.5,0.2,11.4,12.8,99.99,H,4.93,H,5,0,6,8,6,N,N,2,49.5,2,31.5,6,5,7,5,N,8,,,,410,24,N  ,N  ,N  ,,,,,,,,1,R,1,,1,0,0,1,6,0,0,13,1,,Y,N,13659,2018,N,0,96.7,"(43395900, 72190800)"
200091045S14082,1,1,1,91,4,27,32275,'I 91 OVER WILDER SH     ','I 00091 ML        ','I 91 EXIT 12             ',99.99,115.864,1,270000091,0,43395900,72190900,0,3,1,1,1,1967,2,2,8700,1998,5,11.6,1,13,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,11.4,20.7,47.9,0.2,0.5,11.4,12.8,99.99,H,4.62,H,2.1,0,6,8,7,N,N,2,49.5,2,31.5,7,5,4,5,N,8,,,,410,24,N  ,N  ,N  ,,,,,,,,1,L,1,,1,0,0,1,6,0,0,13,1,,Y,N,13659,2018,N,0,94.7,"(43395900, 72190900)"
200091047N14082,1,1,1,91,4,27,32275,'I 91 OVER US 5 & BROOK  ','I 00091 ML        ','1.1 MI N EXIT 12         ',99.99,117.666,1,270000091,0,43405600,72185500,2,3,1,1,1,1967,2,2,8700,1998,5,11.9,1,20,0,1,1,1,1,5,N,0,0,A,1,6,4,2,0,0,3,0,11.4,27.4,60,0.5,0.2,11.4,12.8,99.99,H,5.18,H,4.6,0,7,8,6,8,N,2,57.6,2,31.5,6,5,9,5,9,8,,,,410,24,N  ,N  ,N  ,,,,,,,,1,R,1,,1,0,0,1,6,0,0,13,1,,Y,8,13659,2018,N,0,95.9,"(43405600, 72185500)"
200091047S14082,1,1,1,91,4,27,32275,'I 91 OVER US 5 & BROOK  ','I 00091 ML        ','1.1 MI N EXIT 12         ',99.99,117.666,1,270000091,0,43405600,72185500,8,3,1,1,1,1967,2,2,8700,1998,5,11.9,1,20,0,1,1,1,1,5,N,0,0,A,1,6,4,2,0,0,3,0,11.4,27.4,60,0.2,0.5,11.4,12.8,99.99,H,4.24,H,4.9,0,8,7,6,8,N,2,57.6,2,31.5,6,5,3,5,9,8,,,,410,24,N  ,N  ,N  ,,,,,,,,1,L,1,,1,0,0,1,6,0,0,13,1,,Y,8,13659,2018,N,2,89.2,"(43405600, 72185500)"
200091048N14112,1,1,1,91,4,27,52900,'I 91 OVER VT 10A        ','I 00091 ML        ','I 91 EXIT 13             ',99.99,120.401,1,270000091,0,43422000,72182300,0,3,1,1,1,1968,2,2,8700,1998,5,12.2,1,25,0,1,0,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,11.4,33.5,68.599999999999994,0.5,0.2,11.4,12.8,99.99,H,4.75,H,3.6,0,8,8,6,N,N,2,56.7,2,35.1,6,5,7,5,N,8,,,,810,24,N  ,N  ,N  ,,,,,,,,1,R,1,,1,0,0,1,6,0,0,13,1,,Y,N,13659,2018,N,0,92,"(43422000, 72182300)"
200091048S14112,1,1,1,91,4,27,52900,'I 91 OVER VT 10A        ','I 00091 ML        ','I 91 EXIT 13             ',99.99,120.401,1,270000091,0,43422100,72182300,0,3,1,1,1,1968,3,5,8700,1998,5,12.2,1,29,0,1,0,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,12.8,33.5,68.599999999999994,0.5,0.5,12.8,14.6,99.99,H,4.42,H,4.1,0,6,6,5,N,N,2,56.7,2,37.799999999999997,5,4,6,5,N,8,35,1,68.599999999999994,810,24,N  ,N  ,N  ,,,,2160,35,2195,2011,1,L,1,,1,0,0,1,6,0,0,13,1,,Y,N,13659,2018,N,0,70,"(43422100, 72182300)"
200091049N14112,1,1,1,91,4,27,52900,'I 91 OVER US 5          ','I 00091 ML        ','1.0 MI N EXIT 13         ',99.99,122.027,1,270000091,0,43430100,72173600,0,3,1,1,1,1968,2,2,5600,1998,5,11.6,1,35,0,0,0,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,11.4,40.5,41.8,0.2,0.2,11.4,12.9,99.99,H,4.78,H,8.199999999999999,0,7,6,6,N,N,1,89.1,1,57.6,6,5,7,5,N,8,,,,410,24,N  ,N  ,N  ,,,,,,,,1,R,1,,1,0,0,1,6,0,0,13,1,,Y,N,8792,2018,N,0,96,"(43430100, 72173600)"
200091049S14112,1,1,1,91,4,27,52900,'I 91 OVER US 5          ','I 00091 ML        ','1.0 MI N EXIT 13         ',99.99,122.027,1,270000091,0,43430100,72173700,0,3,1,1,1,1968,2,2,5600,1998,5,11.6,1,35,0,0,0,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,11.4,41.5,42.4,0.2,0.2,11.4,12.9,99.99,H,4.27,H,8.199999999999999,0,7,6,6,N,N,1,89.1,1,57.6,6,5,4,5,N,8,,,,410,24,N  ,N  ,N  ,,,,,,,,1,L,1,,1,0,0,1,6,0,0,13,1,,Y,N,8792,2018,N,0,94,"(43430100, 72173700)"
200091050N14112,1,1,1,91,4,27,52900,'I 91 OVER TH NO 24      ','I 00091 ML        ','2.3 MI N EXIT 13         ',99.99,124.006,1,270000091,0,43435100,72164400,2,3,1,1,1,1970,2,2,5600,1998,5,23.2,1,48,0,N,N,N,N,5,N,0,0,A,1,1,1,19,0,0,1,0,11.6,6.4,6.4,0,0,0,0,99.99,H,4.27,H,0,0,N,N,N,N,7,5,54,5,32.4,7,N,3,5,N,8,,,,410,24,N  ,N  ,N  ,,,,,,,,1,R,1,,1,0,0,N,N,N,N,13,1,,Y,N,8792,2018,N,2,93.5,"(43435100, 72164400)"
200091077N03012,1,1,1,91,7,5,2875,'I 91 OVER US 5 PASS R   ','I 00091 ML        ','2.7 MI N EXIT 18         ',99.99,198.261,1,50000091,0,44194000,72022100,2,3,1,1,1,1977,2,2,3200,1998,5,12.8,1,0,0,1,1,1,1,5,0,0,0,A,1,6,4,3,0,0,3,0,11.2,52.1,130.80000000000001,0.2,0.2,11.2,12.4,99.99,H,10.49,H,2.4,0,5,8,6,8,N,2,89.1,2,48.6,6,5,5,5,8,8,,,,510,24,Y24,Y60,N  ,1110,908,,,,,,1,R,1,,1,0,0,1,6,2,0,13,1,,Y,8,5024,2018,N,0,89.7,"(44194000, 72022100)"
200091050S14112,1,1,1,91,4,27,52900,'I 91 OVER TH NO 24      ','I 00091 ML        ','2.3 MI N EXIT 13         ',99.99,124.006,1,270000091,0,43435400,72164400,2,3,1,1,1,1970,2,2,5600,1998,5,23.2,1,48,0,N,N,N,N,5,N,0,0,A,1,1,1,19,0,0,1,0,11.6,6.4,6.4,0,0,0,0,99.99,H,4.27,H,0,0,N,N,N,N,7,5,54,5,32.4,7,N,3,5,N,8,,,,410,24,N  ,N  ,N  ,,,,,,,,1,L,1,,1,0,0,N,N,N,N,13,1,,Y,N,8792,2018,N,2,93.5,"(43435400, 72164400)"
