ID,Reporting Agency,Report Number,Date,Street Address,Town,Number,Number1,Number2,Number3,Intersection,Distance From Intersection,Distance Unit,Posted Speed,Direction of Collision,Direction from Intersection,Easting,Northing,Mile Marker,Mile Marker 1,Mile Marker 2,AOT Roadway,AOT Route,AOT Actual Mile,LRS Number,How Mapped,Crash Type,Location 1
10391,VT0040100,2012BU001182,01/14/2012,1127 North Ave,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Parking Lot,NO DATA,NO DATA,99,3 - Same Direction Sideswipe,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.50650749, -73.24553637)"
10392,VT0040100,2012BU001489,01/17/2012,1127 North Ave,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Hannaford Parking Lot,NO DATA,NO DATA,99,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.50650749, -73.24553637)"
10393,VT0040100,2012BU001648,01/19/2012,1127 North Ave,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Parking Lot,NO DATA,NO DATA,99,2 - Head On,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.50650749, -73.24553637)"
10394,VT0040100,2012BU005323,03/05/2012,1127 North Ave,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Hannaford Parking Lot,NO DATA,NO DATA,99,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.50650749, -73.24553637)"
10402,VT0040100,2012BU032439,12/26/2012,"1127 North Avenue, #20",Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Hannafords Parking Lot,NO DATA,NO DATA,99,3 - Same Direction Sideswipe,West,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.50650749, -73.24553637)"
10403,VT0040100,2012BU010292,05/02/2012,1127 NORTH┬á AVE,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,1127 North Ave,NO DATA,NO DATA,99,1 - Rear End,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.50650749, -73.24553637)"
10404,VT0040100,2012BU019704,08/07/2012,1127┬á North Ave,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,North Ave,NO DATA,NO DATA,50,NO DATA,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.50650749, -73.24553637)"
10405,VT0040100,2012BU026457,10/14/2012,115 St Paul Street,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,N/A,NO DATA,NO DATA,25,7 - Other - Explain in Narrative,NO DATA,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.47647625, -73.21428733)"
10406,VT0010200,12-58-AC,03/16/2012,115┬á PORTER DR,Middlebury,NO DATA,NO DATA,NO DATA,NO DATA,PORTER HOSPITAL PARKING LOT,NO DATA,NO DATA,99,NO DATA,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(43.99972279, -73.16852705)"
10407,VT0040300,12SB009127,07/18/2012,1150 Williston Rd,South Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Parking Lot Of Moe's Southwest Grill,NO DATA,NO DATA,99,5 - Rear-to-rear,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.46891451, -73.17803143)"
10415,VT0080100,12MR00282,02/04/2012,120 Pleasant St.,Morristown,NO DATA,NO DATA,NO DATA,NO DATA,Railroad St.,NO DATA,NO DATA,25,2 - Head On,NO DATA,,,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.56364197, -72.59658935)"
10416,VT0040100,2012BU002608,01/30/2012,1200 Airport Dr,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Burlington Airport,NO DATA,NO DATA,99,1 - Rear End,West,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.46911690, -73.15475820)"
10417,VT0040100,2012BU006073,03/14/2012,1200 Airport Dr,South Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Burlington Intl Airport,500,Feet,99,6 - Single Vehicle Crash,East,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.46911690, -73.15475820)"
10418,VT0040100,2012BU006983,03/23/2012,1200 Airport Dr,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Airport Parking Garage,NO DATA,NO DATA,99,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.46911690, -73.15475820)"
10419,VT0040100,2012BU009901,04/27/2012,1200 Airport Dr,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Burlington Int Airport Parking Lot,NO DATA,NO DATA,99,7 - Other - Explain in Narrative,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.46911690, -73.15475820)"
10427,VT0040300,12SB011378,08/30/2012,1205 Williston Road,South Burlington,NO DATA,NO DATA,2,NO DATA,McDonald's,NO DATA,NO DATA,99,7 - Other - Explain in Narrative,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.46750776, -73.17563008)"
10428,VTVSP0900,12C300438,02/16/2012,121 Branch HIll Rd,Readsboro,30,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,25,7 - Other - Explain in Narrative,North,507176,30323,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0030,999.99,NO DATA,GEOCODE,Property Damage Only,"(42.77273519, -72.95325801)"
10429,VT0040100,2012BU011976,05/20/2012,122 Buell St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Buell St,150,Feet,25,4 - Opp Direction Sideswipe,East,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.47938718, -73.20649022)"
10430,VT0130200,12BB07456,09/27/2012,1222 Putney Rd,Brattleboro,NO DATA,NO DATA,NO DATA,NO DATA,IRS Parking Lot,NO DATA,NO DATA,99,NO DATA,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(42.88731874, -72.55573113)"
10431,VT0040100,2012BU002262,01/26/2012,123 North St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,123 North St,50,Feet,99,5 - Rear-to-rear,East,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.52029087, -73.26553699)"
10432,VT0040100,2012BU022531,09/04/2012,124 Woodbury Rd,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Woodbury Rd,NO DATA,NO DATA,99,6 - Single Vehicle Crash,West,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.50981011, -73.25553738)"
10440,VT0140100,12LL01127,12/15/2012,129 Main Street,Ludlow,NO DATA,NO DATA,NO DATA,NO DATA,Shell Gas Parking Lot,NO DATA,NO DATA,10,3 - Same Direction Sideswipe,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(43.39642883, -72.69887065)"
10441,VT0130200,12BB01193,02/15/2012,131 Fairground Rd,Brattleboro,NO DATA,NO DATA,NO DATA,NO DATA,BUHS Parking Lot,NO DATA,NO DATA,99,NO DATA,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(42.83674729, -72.56126822)"
10442,VT0120600,12BL02447,10/03/2012,1331 US RT 302,Berlin,NO DATA,NO DATA,302,NO DATA,US RT 302 & Ames Drive,1,Miles,99,7 - Other - Explain in Narrative,West,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.22719708, -72.55278901)"
10443,VT0040100,2012BU023434,09/12/2012,134 Lakeview Terr,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,134,150,Feet,25,7 - Other - Explain in Narrative,North,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.48725012, -73.22549284)"
10444,VT0040100,2012BU027873,10/28/2012,1355 North Avenue,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Pro Filer Nail Salon Parking Lot,NO DATA,NO DATA,99,1 - Rear End,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.51141636, -73.25136067)"
10445,VT0040100,2012BU028524,11/05/2012,139 Bank Street,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Bank St/St. Paul Street,20,Feet,25,2 - Head On,West,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.47796842, -73.21433107)"
10453,VT0040100,2012BU006800,03/21/2012,141 N Willard St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,North St,30,Feet,25,3 - Same Direction Sideswipe,South,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.48483051, -73.20612668)"
10454,VT0040100,2012BU012118,05/22/2012,142 Intervale Ave,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Willow St,60,Feet,99,5 - Rear-to-rear,South,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.48824490, -73.21066336)"
10455,VT0040100,2012BU02893,02/02/2012,143 Locust Terr,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Locust St,300,Feet,25,7 - Other - Explain in Narrative,North,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.46497034, -73.21338339)"
10456,VT0040100,2012BU000990,01/12/2012,145 Intervale Ave,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Archibald,NO DATA,NO DATA,25,1 - Rear End,NO DATA,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.48853228, -73.21087205)"
10457,VT0040100,2012BU024820,09/25/2012,147 Locust Terr,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,147,NO DATA,NO DATA,25,"8 - No Turns, Thru moves only, Broadside ^<",South,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.46481812, -73.21316721)"
10458,VT0040100,2012BU016393,07/04/2012,147 North Prospect,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,North/North Prospect,NO DATA,NO DATA,25,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.48487318, -73.20173482)"
10466,VT0040300,12SB061,01/03/2012,150 Dorset Street,South Burlington,NO DATA,NO DATA,NO DATA,NO DATA,The Blue Mall,NO DATA,NO DATA,99,5 - Rear-to-rear,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.46496925, -73.17894468)"
10467,VT0130200,12BB01679,03/06/2012,150 Elliot St,Brattleboro,NO DATA,NO DATA,NO DATA,NO DATA,,NO DATA,NO DATA,25,NO DATA,NO DATA,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(42.85073755, -72.56256374)"
10468,VT0040100,2012BU030768,12/04/2012,150 South Champlain Street,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Main Street,150,Feet,25,"10 - Left Turn and Thru, Angle Broadside -->v--",South,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.47558614, -73.21687470)"
10469,VT0040100,2012BU014047,06/10/2012,151 Cherry St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,So Winooski Ave,NO DATA,NO DATA,30,3 - Same Direction Sideswipe,West,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Injury,"(44.47918492, -73.21197220)"
10470,VT0040300,12SB01871,03/10/2012,1519 Shelburne Rd,South Burlington,NO DATA,7,NO DATA,NO DATA,Auto Parts International,300,Feet,99,1 - Rear End,East,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.42911315, -73.21186668)"
10471,VT0040100,2012BU002524,01/29/2012,152 Industrial Pkwy,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Industrial Pkwy,100,Feet,30,6 - Single Vehicle Crash,North,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.44921245, -73.21996735)"
10478,VT0040100,2012BU008012,04/04/2012,1563 North Ave,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Parking Lot,NO DATA,NO DATA,99,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.51567196, -73.25714168)"
10479,VT0040100,2012BU003014,02/04/2012,158 Cherry St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,S Winooski Ave,NO DATA,NO DATA,99,4 - Opp Direction Sideswipe,West,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.47957628, -73.21171666)"
10480,VT0040100,2012BU007125,03/24/2012,158 Cherry St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Parking Lot,NO DATA,NO DATA,99,3 - Same Direction Sideswipe,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.47957628, -73.21171666)"
10481,VT0040100,2012BU016240,07/03/2012,158 Cherry St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Cherry St,NO DATA,NO DATA,99,5 - Rear-to-rear,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.47957628, -73.21171666)"
10482,VT0040100,2012BU018339,07/24/2012,158 Cherry St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Cherry St,NO DATA,NO DATA,25,7 - Other - Explain in Narrative,NO DATA,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.47957628, -73.21171666)"
10483,VT0040100,2012BU021907,08/29/2012,158 Cherry St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,South Winooski/Cherry St,100,Miles,25,1 - Rear End,South,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Injury,"(44.47957628, -73.21171666)"
10491,VT0040100,2012BU008066,04/05/2012,1599 North Ave,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,North Ave,200,Feet,25,"8 - No Turns, Thru moves only, Broadside ^<",North,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.51642344, -73.25809207)"
10492,VT0040100,2012BU028280,11/02/2012,16 Austin Drive,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Austin Drive/Industrial Parkway,25,Feet,25,6 - Single Vehicle Crash,North,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.45175705, -73.21920152)"
10493,VT0040100,2012BU014721,06/18/2012,16 Germain St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Germain St,NO DATA,NO DATA,99,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.48750969, -73.20499344)"
10494,VT0040100,2012BU013132,06/01/2012,16 Raymond Place,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Raymond/Baird Streets,30,Feet,15,6 - Single Vehicle Crash,North,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.44947160, -73.21291850)"
10495,VT0130200,12BB05057,07/06/2012,16 Town Crier Drive,Brattleboro,NO DATA,NO DATA,NO DATA,NO DATA,Habit Management,NO DATA,NO DATA,99,3 - Same Direction Sideswipe,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(42.87135872, -72.55612114)"
10496,VT0040100,2012BU029845,11/22/2012,160 Bank Street,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,160 Bank Street,100,Feet,25,4 - Opp Direction Sideswipe,West,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.47841200, -73.21330685)"
10497,VT0120600,12BL02793,11/10/2012,160 Paine Turnpike North,Berlin,NO DATA,NO DATA,NO DATA,NO DATA,Parking Lot Of Shaw's,500,Feet,99,"16 - Right Turn and Thru, Same Direction Sideswipe/Angle Crash ^^--",West,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.21114868, -72.57287154)"
10498,VT0010200,12-23-AC,01/27/2012,160┬á MEAD LN,Middlebury,NO DATA,NO DATA,NO DATA,NO DATA,155┬á BUTTERNUT RIDGE DR,30,Feet,25,NO DATA,South,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Injury,"(44.02641041, -73.10160200)"
10499,VT0040100,2012BU00357,01/05/2012,161 Austin Dr,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Austin Dr,NO DATA,NO DATA,25,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.44752575, -73.22633097)"
10500,VT0040100,2012BU015727,06/28/2012,161 Austin Drive,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Red Rocks Condo #111,20,Feet,15,4 - Opp Direction Sideswipe,East,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.44752575, -73.22633097)"
10501,VT0040300,12SB016381,12/05/2012,1675 Shelburne Rd,South Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Shearer Chevrolet,NO DATA,NO DATA,10,7 - Other - Explain in Narrative,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.42713777, -73.21224962)"
10502,VT0130200,12BB04766,06/26/2012,168 Elliot St,Brattleboro,NO DATA,NO DATA,NO DATA,NO DATA,168 Elliot St,NO DATA,NO DATA,25,NO DATA,NO DATA,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(42.85044295, -72.56317281)"
10503,VT0040100,2012BU010955,05/10/2012,169 North St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Parking Lot,NO DATA,NO DATA,99,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.48453247, -73.21520541)"
10504,VT0040100,2012BU011588,05/16/2012,169 Riverside Ave,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,N Winooski Ave,250,Feet,25,7 - Other - Explain in Narrative,West,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.48967460, -73.20656120)"
10505,VT0130200,12BB02770,04/13/2012,17 Belmont Ave,Brattleboro,NO DATA,NO DATA,NO DATA,NO DATA,Brattleboro Memorial Hospital Parking Lot,NO DATA,NO DATA,99,NO DATA,NO DATA,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(42.84340874, -72.56527114)"
10506,VT0130200,12BB07380,09/25/2012,17 Belmont Ave,Brattleboro,NO DATA,NO DATA,NO DATA,NO DATA,"Rear Entrance, Richards Building",NO DATA,NO DATA,99,7 - Other - Explain in Narrative,NO DATA,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(42.84340874, -72.56527114)"
10507,VT0140500,12WK00360,02/29/2012,17 Mountain Ave,Woodstock,NO DATA,NO DATA,NO DATA,NO DATA,River St,200,Feet,20,6 - Single Vehicle Crash,West,436231,725248,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(43.62526309, -72.52348786)"
10508,VT0040100,2012BU010207,05/01/2012,17 Murray St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Allen St,300,Feet,25,1 - Rear End,South,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.48310914, -73.21609407)"
10516,VT0040100,2012BU030932,12/06/2012,184 Pearl St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Act 1 Parkingt Lot,10,Feet,99,7 - Other - Explain in Narrative,West,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.48072626, -73.21154469)"
10517,VT0040100,2012BU006094,03/14/2012,187 Church St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,King St,NO DATA,NO DATA,25,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.47498760, -73.21260267)"
10518,VT0040100,2012BU025781,10/06/2012,187 Church Street,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,N/A,NO DATA,NO DATA,25,3 - Same Direction Sideswipe,NO DATA,,,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.47498760, -73.21260267)"
10519,VT0130200,12BB03735,05/22/2012,187 Oak Grove Ave,Brattleboro,NO DATA,NO DATA,NO DATA,NO DATA,Pine Heights,NO DATA,NO DATA,99,7 - Other - Explain in Narrative,NO DATA,494770,337999,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(42.84276873, -72.56282115)"
10520,VT0040300,12SB014256,10/24/2012,1877 Williston Rd,South Burlington,NO DATA,2,NO DATA,NO DATA,Vermont Tire,50,Feet,99,3 - Same Direction Sideswipe,West,,,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,GEOCODE,Property Damage Only,"(44.46187451, -73.15258234)"
