Year,FSCS ID,Town,Library,Mailing Address,Street Address,County,Phone Number,Hours per Week,FY Ends,Population,Hours MLS,ALA MLS,Hours Librarian,FTE Librarians,Hours other,Other Staff,Total Hours,Total FTE,Weekly Volunteer Hrs,Square Feet,Cap. Revenue - Local Taxes,Cap. Revenue - State,Cap. Revenue - Federal, Cap. Revenue - Other ,Total Cap. Revenue , Local Tax , Per Capita Tax ,Other Income, Total Income , State Grant  , Federal Grant , Other Grant , Total Grants , Fee Revenue, Book Expense , E Expense, AV Expense,Total Media Expense , Per Capita Expense, Salaries , Employee Benefits , Total Staff Expense , Other Expense , Total Operating Expense , PC Total Expense ,Grant Expense, Capital Expense ,Adult Books,Juvenile Books,Books,Per Capita Books,E Books,Adult Video,Juvenile Video,Video,Adult Audio,Juvenile Audio,Audio,Total Holdings,Adult Subscriptions,Juvenile Subscriptions,Subscriptions,Databases,E serials,Adult Borrowers,Juvenile Borrowers,Borrowers,% of population who borrow,Visits,Per Capita Visits,Reference Trans.,Per Capita Reference Trans.,Adult Circulation,Juvinile Circulation,Total Circulation,Per Capita Circulation,Collection Turnover,Library Loans Out,Library Loans In,Adult Programs,Juvenile Programs,Young Adult Programs,Total Programs,Adult Prog. Attend.,Juvenile Prog. Attend.,Young Adult Prog. Attend.,Total Program Attendance,Per Capita Prog. Attend.,Home Deliveries,Day Care Deliveries,Other Deliveries,Number of Computers,Public Computers,Computer Trained,Computer Users per Week,Wireless Users per Week,Internet Type,filtered?,Name of filtering program,Meets Standards?,Library Type,Automated?,Automation Vendor,Location 1,ZIP+4,Web address,City
2008-2009,VT0209,STOCKBRIDGE/GAYSVILLE,Belcher Memorial,PO Box 144,4452 VT Rte. 107,Windsor,(802) 234-6608,6,12/31/2008,678,0,0,0,0,0,0,0,0,11,743,$0.00,$0.00,$0.00,$0.00,$0.00,$2052.00,$3.03,$5457.00,$7509.00,,,,$0.00,$0.00,N/A,N/A,$0.00,$792.00,$1.17,$0.00,$0.00,$0.00,$9616.00,$10408.00,$15.35,$0.00,$0 ,1611,1734,3345,4.93,0,287,192,479,218,25,243,4067,5,1,6,0,0,207,119,326,48.08%,1040,1.53,3,0,402,433,835,1.23,20.53%,2,14,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,3,0,0,2,2,4,6,3,high speed,No,0,No,Incorporated,No,,"4452 VT Rte. 107
Gaysville, VT 05746
(43.71022027300046, -72.75460689199963)",144,N/A,Gaysville
2009-2010,VT0171,WASHINGTON,Calef Memorial,PO Box 141,2964 VT Rte. 110,Orange,(802) 883-2343,24,12/31/2009,1092,0,0,14,0.35,10,0.25,24,0.6,4,966,$3000.00,$0.00,$0.00,$0.00,$3000.00,$31180.00,$28.55,$2134.00,$33314.00,$100.00,$50.00,$0.00,$150.00,$0.00,$3446.00,$0.00,$354.00,$3800.00,$3.48,$17349.00,$1076.00,$18425.00,$8916.00,$31141.00,$28.52,$0.00,$0 ,4225,3684,7909,7.24,0,404,132,536,286,12,298,8207,15,3,18,21,0,429,149,578,52.93%,3848,3.52,7436,6.81,2820,1893,4713,4.32,0.57%,44,170,14,28,0,42,168,344,0,512,0.47,18,2,3,3,2,2,42,15,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,n/a,y-86,Municipal,No,n/a,"2964 VT Rte. 110
Washington, VT 05675
(44.10766740700046, -72.43335469399966)",141,caleflibrary.org,Washington
2008-2009,VT0217,VERSHIRE,Vershire Community,PO Box 112,Rt. 113,Orange,(802) 685-9982,9,12/31/2007,625,0,0,0,0,0,0,0,0,12,300,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1150.00,$1150.00,,,,$0.00,N/A,$395.00,$0.00,$0.00,$395.00,$0.63,$0.00,$0.00,$0.00,$1077.00,$1472.00,$2.36,$0.00,$0 ,N/A,N/A,4250,6.8,0,100,50,150,50,20,70,4470,0,0,0,0,0,N/A,N/A,250,40%,1300,2.08,N/A,N/A,N/A,N/A,1200,1.92,26.85%,0,0,1,25,0,26,20,1200,0,1220,1.95,0,4,1,0,0,0,0,N/A,Dial-up,No,N/A,No,Incorporated,No,N/A,"Rt. 113
Vershire, VT 05079
(43.962660395000455, -72.29188706199966)",112,vershare.org/library,Vershire
2007-2008,,MARSHFIELD,Jaquith Public,PO Box 227 ,122 School St.,Washington,8024263581,26,12/31/2007,1607,0,0,32,0.8,1.5,0.04,33.5,0.84,5,900, $- , $- , $- , $- , $- ,$54492.00,$33.91,$10978.00,$65470.00, $- ,$138.00,$6550.00,$6688.00, $- ,$5491.00,$60.00, $- ,$5551.00,$3.45,$23286.00,$11396.00,$34682.00,$15473.00,$55706.00,$34.66,$138.00, $- ,na,na,10771,6.7,0,na,na,744,na,na,568,12083,na,na,20,0,0,na,na,871,54.2%,9169,5.71,0,0,na,na,10327,6.43,0.85%,32,427,62,53,,115,na,na,,2284,1.42,3,0,0,3,2,n0,na,0,high speed,no,,86,,,,"122 School St.
Marshfield, VT 05658
(44.34900151500045, -72.35406558099965)",227,www.marshfield.lib.vt.us,Marshfield
2007-2008,,MIDDLETOWN SPRINGS,Middletown Springs Public,39 West St.,39 West St.,Rutland,8022352435,18,06/30/2008,810,0,0,10,0.25,0,0,10,0.25,15,800, $- , $- , $- , $- , $- ,$7250.00,$8.95,$2137.00,$9387.00,$1000.00,$50.00, $- ,$1050.00, $- , na , na , na ,$1373.00,$1.70,$4642.00,$255.00,$4897.00,$4889.00,$11159.00,$13.78,$79.00,$673 ,3000,2500,5500,6.79,0,520,175,695,150,20,170,6365,6,3,9,19,0,na,na,530,65.4%,1612,1.99,104,0.13,1229,1643,2872,3.55,0.45%,24,71,11,11,,22,110,294,,404,0.5,0,0,0,1,1,0,1,na,high speed,no,,86,,,,"39 West St.
Middletown Spgs., VT 05757
(43.485301637000475, -73.12214096699967)",1244,,Middletown Spgs.
2007-2008,,WEST RUTLAND,West Rutland Public,PO Box 66,595 Main St.,Rutland,8024382964,21.5,12/31/2007,2522,0,0,15,0.38,20.5,0.51,35.5,0.89,4,3000, $- , $- , $- , $- , $- ,$31000.00,$12.29,$9711.00,$40711.00, $- , $- , $- , $- , $- ,$2219.00, $- ,$1591.00,$3810.00,$1.51,$18939.00,$1450.00,$20389.00,$13236.00,$37435.00,$14.84, $- ,"$1,929 ",5062,4465,9527,3.78,0,697,447,1144,34,7,41,10712,36,4,40,0,0,406,336,742,29.4%,6375,2.53,2499,0.99,5380,4192,9572,3.8,0.89%,31,15,1,3,,4,30,10,,40,0.02,0,0,0,3,2,10,20,na,high speed,no,,none,,,,"595 Main St.
West Rutland, VT 05777
(43.594914005000476, -73.04894445599967)",66,,West Rutland
2010-2011,VT0184,WEST WINDSOR,Mary L. Blood Memorial,PO Box 468 ,41 Brownsville Hartland Rd.,Windsor,(802) 484-7205,3,12/31/2010,1099,0,0,3,0.08,0,0,3,0.08,1,900,$0.00,$0.00,$0.00,$0.00,$0.00,$6700.00,$6.10,$197.00,$6897.00,$0.00,$0.00,$0.00,$0.00,$0.00,$45.00,$0.00,$0.00,$45.00,$0.04,$3920.00,$414.00,$4334.00,$4560.00,$8939.00,$8.13,$0.00,$0 ,2435,1550,3985,3.63,0,135,60,195,116,33,149,4329,7,0,7,23,0,N/A,N/A,292,26.57%,364,0.33,52,0.05,164,116,280,0.25,0.06%,0,2,0,3,0,3,0,39,0,39,0.04,3,0,0,0,1,1,0,1,14,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Incorporated,No,N/A,"41 Brownsville Hartland Rd.
Brownsville, VT 05037
(43.4684039710005, -72.47126365999964)",468,N/A,Brownsville
2009-2010,VT0143,SHOREHAM,Platt Memorial,279 Main Street,279 Main St.,Addison,(802) 897-2647,22,12/31/2009,1302,19,0.48,19,0.48,11,0.28,30,0.75,19,900,$0.00,$0.00,$0.00,$0.00,$0.00,$26500.00,$20.35,$3330.00,$29830.00,$100.00,$0.00,$250.00,$850.00,$0.00,$2681.00,$89.00,$725.00,$3495.00,$2.68,$18117.00,$1032.00,$19149.00,$7286.00,$29930.00,$22.99,$250.00,$0 ,5600,2500,8100,6.22,0,500,350,850,350,50,400,8500,3,0,3,2,0,N/A,N/A,950,72.96%,3536,2.72,260,0.2,N/A,N/A,7673,5.89,0.9%,26,219,16,77,9,102,183,761,49,993,0.76,0,36,4,2,1,0,3,1,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,na,y-86,Municipal,No,na,"279 Main St.
Shoreham, VT 05770
(43.89379146600049, -73.31458738599963)",237,plattlib.org,Shoreham
2008-2009,VT0193,WINOOSKI,Winooski Memorial,1 Main St.,1 Main St.,Chittenden,(802) 655-6424,32,06/30/2009,6429,0,0,40,1,14,0.35,54,1.35,5,4350,$0.00,$0.00,$0.00,$0.00,$0.00,$103184.00,$16.05,$1000.00,$104184.00,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$19000.00,$2.96,$74434.00,$9128.00,$83562.00,N/A,$102562.00,$15.95,$0.00,$0 ,5655,4022,9677,1.51,0,710,181,891,280,153,433,11001,28,6,34,0,0,1557,383,1940,30.18%,15964,2.48,24,0,N/A,N/A,21298,3.31,193.6%,48,42,7,18,N/A,25,N/A,N/A,N/A,0,0,156,0,2,8,6,150,139,35,high speed,No,N/A,86,Municipal,Yes,Winnebago,"1 Main St.
Winooski, VT 05404
(44.48975556200048, -73.18648283199963)",2222,winooskiml.blogspot.com,Winooski
2010-2011,VT0222,ORWELL,Orwell Free Library,P.O. Box 92,473 Main St.,Addison,(802) 948-2041,20,12/31/2010,1250,0,0,20,0.5,0,0,20,0.5,5,1700,$0.00,$0.00,$0.00,$0.00,$0.00,$16500.00,$13.20,$3800.00,$20300.00,$0.00,$0.00,$1950.00,$1950.00,$0.00,$2500.00,N/A,$2248.00,$4748.00,$3.80,$12644.00,$913.00,$13557.00,N/A,$18305.00,$14.64,$1383.00,$0 ,N/A,N/A,14500,11.6,0,140,60,200,50,25,75,14775,9,8,17,0,0,N/A,N/A,407,32.56%,4680,3.74,936,0.75,N/A,N/A,2000,1.6,0.14%,0,35,4,N/A,0,4,N/A,30,N/A,105,0.08,1,15,12,0,4,4,5,15,10,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,No,N/A,"473 Main St.
Orwell Vt, VT 05760
(43.80359157200047, -73.29991847399964)",,www.town-of-orwell,Orwell Vt
2010-2011,VT0217,VERSHIRE,Vershire Community,PO Box 112,Rt. 113,Orange,(802) 685-9982,9,12/31/2010,730,0,0,9,0.23,0,0,9,0.23,9,300,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1300.00,$1300.00,$0.00,$0.00,$0.00,$0.00,N/A,$166.00,$0.00,$0.00,$166.00,$0.23,N/A,N/A,$0.00,$1134.00,$1300.00,$1.78,$0.00,$0 ,N/A,N/A,4877,6.68,0,0,0,66,30,15,45,4988,3,0,3,22,0,N/A,N/A,355,48.63%,1664,2.28,0,0,N/A,N/A,1300,1.78,0.26%,0,0,7,10,0,17,75,817,0,892,1.22,1,0,0,0,0,0,0,0,N/A,Dial-up,No,N/A,Incorporated,No,N/A,"Rt. 113
Vershire, VT 05079
(43.962660395000455, -72.29188706199966)",112,vershare.org/library,Vershire
2009-2010,VT0179,WESTFORD,Westford Public Library,PO Box 86,1717 VT Rte. 128,Chittenden,(802) 878-5639,23.12,06/30/2010,2203,0,0,24,0.6,0,0,24,0.6,8,2130,$0.00,$0.00,$0.00,$0.00,$0.00,$48672.00,$22.09,$1234.00,$49906.00,$0.00,$0.00,$0.00,$0.00,N/A,$4240.00,$156.00,$800.00,$5196.00,$2.36,$27092.00,$2727.00,$29819.00,$11193.00,$46208.00,$20.98,$0.00,$0 ,N/A,N/A,6845,3.11,0,244,184,428,N/A,N/A,285,7130,21,3,24,22,0,N/A,N/A,740,33.59%,5564,2.53,0,0,N/A,N/A,7051,3.2,0.99%,23,341,53,87,N/A,140,733,697,N/A,1430,0.65,0,0,2,5,4,1,18,3,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,n/a,y-86,Municipal,Yes,LibraryWorld,"1717 VT Rte. 128
Westford, VT 05494
(44.612026899000455, -73.01137972299966)",86,www.westford.lib.vt.us,Westford
2009-2010,VT0176,WELLS,Wells Village Library,PO Box 587,5 East Wells Rd.,Rutland,(802) 645-0611,6,12/31/2008,1086,0,0,6,0.15,1,0.03,7,0.18,2,864,$0.00,$0.00,$0.00,$0.00,$0.00,$4000.00,$3.68,$5590.00,$9590.00,$0.00,NA,$0.00,$0.00,N/A,N/A,N/A,N/A,$275.00,$0.25,$3421.00,N/A,$3421.00,$2083.00,$5779.00,$5.32,$0.00,"$10,311 ",3761,2590,6351,5.85,0,N/A,N/A,187,N/A,N/A,190,6728,0,0,0,0,0,N/A,N/A,477,43.92%,520,0.48,208,0.19,N/A,N/A,340,0.31,0.05%,0,15,1,1,0,2,19,25,N/A,44,0.04,1,0,0,3,3,0,2,3,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,No,Municipal,No,N/A,"5 East Wells Rd.
Wells, VT 05774
(43.41703700800048, -73.20296625999964)",587,users.adelphia.net/wvlibrary/,Wells
2008-2009,VT0019,BRANDON,Brandon Free Public,4 Franklin St.,4 Franklin St.,Rutland,(802) 247-8230,41.5,06/30/2009,5478,0,0,102,2.55,18,0.45,120,3,25,4426,$0.00,$0.00,$0.00,$0.00,$0.00,$77000.00,$14.06,$72150.00,$149150.00,,,,$381.00,N/A,$11225.00,$390.00,$2759.00,$14374.00,$2.62,$71780.00,$14689.00,$86469.00,$38140.00,$138983.00,$25.37,$0.00,$0 ,N/A,N/A,20384,3.72,0,N/A,N/A,2010,N/A,N/A,1606,24000,66,8,74,21,0,N/A,n/a,0,0%,60580,11.06,120,0.02,N/A,N/A,30274,5.53,126.14%,155,237,60,75,N/A,135,N/A,N/A,N/A,0,0,48,0,0,10,8,60,220,40,high speed,No,N/A,86,Incorporated,Yes,Mandarin,"4 Franklin St.
Brandon, VT 05733
(43.79797350700045, -73.08604463199964)",1112,www.brandonpubliclibrary.org,Brandon
2011-2012,VT0094,MIDDLETOWN SPRINGS,Middletown Springs Public,39 West St.,39 West St.,Rutland,(802) 235-2435,21,06/30/2012,695,0,0,15,0.375,0,0,15,0.375,10,800,$0.00,$0.00,$0.00,$413.00,$413.00,$13625.00,$19.60,$4831.00,$18456.00,$520.00,$55.00,$0.00,$575.00,N/A,$2772.00,$55.00,$287.00,$3114.00,$4.48,$9273.00,$1307.00,$10580.00,$5234.00,$18928.00,$27.23,$0.00,$0 ,2852,2784,5636,8.11,0,465,228,693,76,10,86,6415,11,2,13,25,0,244,123,367,52.81%,2704,3.89,104,0.15,1659,2819,4478,6.44,0.7%,14,86,24,15,N/A,39,215,224,N/A,439,0.63,0,0,0,6,4,15,11,1,high speed,No,N/A,y-86,Municipal,Yes,Library World,"39 West St.
Middletown Spgs., VT 05757
(43.485301637000475, -73.12214096699967)",1244,http://middletownsprings.wordpress.com,Middletown Spgs.
2011-2012,VT0158,TINMOUTH,Tinmouth,141 East Rd.,9 Mtn. View Rd.,Rutland,(802) 446-2498,N/R,N/R,677,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,450,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,0,N/R,N/R,N/R,N/A,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/A,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,no app.,N/R,N/R,N/R,"9 Mtn. View Rd.
Tinmouth, VT 05773
(43.44820356200046, -73.05046405399963)",1106,N/R,Tinmouth
2011-2012,VT0073,HIGHGATE,Highgate Public,PO Box 76,17 Mill Hill,Franklin,(802) 868-3970,29,12/31/2011,3539,0,0,40,1,13,0.325,53,1.325,0,1320,$0.00,$0.00,$0.00,$0.00,$0.00,$62698.00,$17.72,$2354.00,$65052.00,$1600.00,$50.00,$2911.00,$4561.00,$0.00,$4483.00,$250.00,N/A,$4733.00,$1.34,$34553.00,$13128.00,$47681.00,$15939.00,$68353.00,$19.31,$2293.00,$0 ,5250,4800,10050,2.84,0,0,0,0,145,29,174,10224,16,5,21,1,0,N/A,N/A,350,9.89%,7800,2.2,0,0,2576,5359,7935,2.24,0.78%,3,292,13,124,N/A,137,232,3062,N/A,3294,0.93,7,36,164,6,4,1,65,N/A,high speed,No,N/A,y-86,Municipal,No,N/A,"17 Mill Hill
Highgate, VT 05459
(44.938315151000495, -73.04484284599965)",76,www.highgatelibrary.wordpress.com,Highgate
2009-2010,VT0196,WOODSTOCK,Norman Williams Public,10 South Park St.,10 South Park St.,Windsor,(802) 457-2295,42,06/30/2010,3130,20,0.5,140,3.5,124,3.1,264,6.6,23,15000,$0.00,$0.00,$0.00,$16820.00,$16820.00,$148520.00,$47.45,$138340.00,$286860.00,$0.00,$236.00,$0.00,$236.00,$9000.00,$21194.00,$200.00,$1224.00,$22618.00,$7.23,$133258.00,$35442.00,$168700.00,$115378.00,$306696.00,$97.99,$0.00,"$16,820 ",42350,9985,52335,16.72,23,449,321,770,1316,538,1854,54959,68,13,81,22,0,N/A,N/A,4104,131.12%,64792,20.7,2756,0.88,32443,19747,52190,16.67,0.95%,1168,702,12,336,N/A,348,135,2720,N/A,2855,0.91,13,0,0,23,12,0,160,49,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,n/a,y-86,Incorporated,Yes,Mandarin,"10 South Park St.
Woodstock, VT 05091
(43.62455286700049, -72.51898289499962)",1212,www.normanwilliams.lib.vt.us,Woodstock
2009-2010,VT0173,WATERFORD,Davies Memorial,PO Box 56,111 Lower Waterford Rd,Caledonia,(802) 748-4609,41.31,12/31/2009,1206,0,0,10,0.25,0,0.01,10,0.26,10,2050,$0.00,$0.00,$0.00,$0.00,$0.00,$5900.00,$4.89,$9959.00,$15859.00,$100.00,$40.00,$0.00,$140.00,$0.00,$1778.00,$0.00,$0.00,$1778.00,$1.47,$7134.00,$536.00,$7670.00,$6539.00,$15987.00,$13.26,$140.00,$0 ,2461,1607,4068,3.37,0,167,109,276,68,3,71,4139,15,2,17,0,0,N/A,N/A,0,0%,4056,3.36,312,0.26,1114,1164,2278,1.89,0.55%,2,18,31,29,N/A,60,355,423,N/A,778,0.65,2,0,0,2,0,N/A,1,0,Dial-up,No,N/A,y-86,Municipal,No,N/A,"111 Lower Waterford Rd
Lower Waterford, VT 05848
(44.35440209900048, -71.90749592899965)",56,N/A,Lower Waterford
2007-2008,,DERBY,Dailey Memorial,101 Junior High Dr.,101 Junior High Dr.,Orleans,8027665063,35,10/31/2008,3969,0,0,25,0.63,15,0.38,40,1,0,2400, $- , $- , $- , $- , $- ,$27800.00,$7.00,$22666.00,$50466.00,$1500.00,$481.00,$9508.00,$11489.00, $- ,$8000.00, $- , $- ,$8000.00,$2.02,$24119.00,$6421.00,$30540.00,$10926.00,$49466.00,$12.46,$11489.00, $- ,7775,4559,12334,3.11,0,400,300,700,200,49,249,13283,22,2,24,21,0,898,217,1115,28.1%,13640,3.44,6540,1.65,11325,6778,18103,4.56,1.36%,299,342,11,59,,70,198,na,,na,na,na,na,na,6,5,2,66,0,high speed,no,,86,,,,"101 Junior High Dr.
Derby, VT 05829
(44.94895233300048, -72.13224817399964)",30,,Derby
2010-2011,VT0015,"BENNINGTON, NORTH",J. G. McCullough Free,PO Box 339 ,2 Main St.,Bennington,(802) 447-7121,28,12/31/2010,2523,30,0.75,45,1.13,30,0.75,75,1.88,8,5512,$0.00,$0.00,$0.00,$0.00,$0.00,$27725.00,$10.99,$14262.00,$41987.00,$350.00,$69.00,$5200.00,$5619.00,N/A,$10154.00,$750.00,$835.00,$11739.00,$4.65,$65225.00,$5432.00,$70657.00,$19505.00,$101901.00,$40.39,$300.00,$0 ,14866,9144,24010,9.52,0,884,544,1428,450,168,618,26056,43,2,45,23,0,2762,716,3478,137.85%,8320,3.3,156,0.06,20024,3704,23728,9.4,0.91%,23,279,12,77,0,89,144,1343,0,1487,0.59,72,0,0,21,8,4,N/A,65,22,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",Children Only,AVG,Incorporated,Yes,Mandarin,"2 Main St.
North Bennington, VT 05257
(42.92894538100046, -73.24249119199965)",339,www.mccullough.lib.vt.us,North Bennington
2007-2008,,WESTMINSTER WEST,Westminster West Public,3409 Westminster W. Rd.,3409 Westminster W. Rd.,Windham,8023874682,14,06/30/2008,3211,0,0,10,0.25,0,0,10,0.25,7.5,1224, $- , $- , $- , $- , $- ,$3000.00,$0.93,$9027.00,$12027.00, $- , $- , $- , $- , $- , na ,$226.00, na ,$2260.00,$0.70,$5054.00,$837.00,$5891.00,$5273.00,$13424.00,$4.18, $- , $- ,3099,2722,5821,1.81,0,251,156,407,272,24,296,6524,3,0,3,19,0,490,332,822,25.6%,1926,0.6,20,0.01,829,880,1709,0.53,0.26%,3,20,13,84,,97,91,652,,743,0.23,2,0,0,5,4,3,40,5,high speed,no,,86,,,,"3409 Westminster W. Rd.
Westminster West, VT 05346
(43.06482203100046, -72.54126743299963)",737,,Westminster West
2008-2009,VT0061,GLOVER,Glover Public,51 Bean Hill Rd,51 Bean Hill Rd,Orleans,(802) 525-4365,22,12/31/2008,929,0,0,18,0.45,0,0,18,0.45,15,823,$0.00,$0.00,$0.00,$0.00,$0.00,$10000.00,$10.76,$5094.00,$15094.00,,,$5000.00,$5000.00,N/A,$4326.00,$67.00,$0.00,$4393.00,$4.73,$10602.00,$1260.00,$11862.00,$4810.00,$21065.00,$22.67,$5000.00,$0 ,2600,3600,6200,6.67,0,60,20,80,45,0,45,6325,3,1,4,21,0,415,92,507,54.57%,4680,5.04,25,0.03,2555,1497,4052,4.36,64.06%,67,92,42,89,6,137,457,1556,28,2041,2.2,10,4,13,2,2,53,24,N/A,high speed,No,N/A,pending,Municipal,No,N/A,"51 Bean Hill Rd
Glover, VT 05839
(44.70721197300048, -72.18799833199967)",9669,N/A,Glover
2011-2012,VT0037,CHESTER,Whiting,PO Box 68,117 Main St.,Windsor,(802) 875-2277,26.76923077,12/31/2011,3149,0,0,32,0.8,76,1.9,108,2.7,15,2600,$0.00,$0.00,$0.00,$0.00,$0.00,$77000.00,$24.45,$17500.00,$94500.00,$100.00,$55.00,$0.00,$155.00,$0.00,N/A,N/A,N/A,$10145.00,$3.22,$71218.00,$6100.00,$77318.00,$18244.00,$105707.00,$33.57,$0.00,"$4,000 ",7950,4295,12245,3.89,0,778,218,996,311,70,381,13622,26,5,31,25,0,907,N/A,907,28.8%,16224,5.15,104,0.03,8726,4086,12812,4.07,0.94%,41,430,12,48,0,60,99,431,N/A,530,0.17,0,0,0,10,5,5,28,N/A,high speed,No,na,y-86,Municipal,Yes,LibraryWorld,"117 Main St.
Chester, VT 05143
(43.26384310700047, -72.59709102499966)",68,http://chester.govoffice.com ,Chester
2011-2012,VT0138,SAINT JOHNSBURY,St. Johnsbury Athenaeum,1171 Main St.,1171 Main St.,Caledonia,(802) 748-8291,40.5,12/31/2011,7638,40,1,255,6.375,110,2.75,365,9.125,86,22146,$0.00,$0.00,$202900.00,$111797.00,$314697.00,$103500.00,$13.55,$122322.00,$228325.00,$100.00,$556.00,$21821.00,$22477.00,$2503.00,$23091.00,$1600.00,$6000.00,$30691.00,$4.02,$294388.00,$49322.00,$343710.00,$146507.00,$520908.00,$68.20,$14861.00,"$652,127 ",17895,6870,24765,3.24,685,1334,506,1840,1256,191,1447,28052,56,5,61,25,0,N/A,N/A,3844,50.33%,79768,10.44,0,0,43538,26364,69902,9.15,2.49%,389,524,36,124,N/A,160,1820,2256,N/A,4076,0.53,26,335,0,27,14,100,226,44,high speed,No,NA,y-98,Incorporated,Yes,KOHA,"1171 Main St.
St. Johnsbury, VT 05819
(44.41843397200046, -72.02094802299968)",2687,www.stjathenaeum.org,St. Johnsbury
2008-2009,VT0166,WAITSFIELD,Joslin Memorial ,PO Box 359,4391 Main St.,Washington,(802) 496-4205,30,12/31/2008,2928,20,0.5,30,0.75,2,0.05,32,0.8,31,1357,$49150.00,$0.00,$0.00,$2221.00,$51371.00,$49150.00,$16.79,$6650.00,$55800.00,,$221.00,,$221.00,N/A,$7024.00,N/A,$2466.00,$9490.00,$3.24,$22337.00,$2336.00,$24673.00,$28396.00,$62559.00,$21.37,$221.00,$0 ,6289,2783,9072,3.1,0,4,21,25,494,124,618,9715,19,0,19,22,0,1241,61,1302,44.47%,13624,4.65,12,0,10790,4417,15207,5.19,156.53%,126,452,16,42,1,59,111,253,3,367,0.13,3,0,0,4,3,4,127,8,high speed,No,N/A,Env. Excell.,Municipal,No,n/a,"4391 Main St.
Waitsfield, VT 05673
(44.19031787400047, -72.82419800399964)",359,N/A,Waitsfield
2011-2012,VT0130,ROXBURY,Roxbury Free,PO Box 95,1491 Roxbury Rd.,Washington,(802) 485-6860,14,06/30/2012,478,0,0,10,0.25,0,0,10,0.25,10,690,$0.00,$0.00,$0.00,$0.00,$0.00,$12000.00,$25.10,$4646.00,$16646.00,$50.00,$0.00,$0.00,$50.00,$0.00,$1018.00,N/A,N/A,$1018.00,$2.13,$6554.00,$0.00,$6554.00,$5755.00,$13327.00,$27.88,$0.00,$0 ,3000,2800,5800,12.13,0,112,55,167,120,55,175,6142,4,2,6,1,0,362,40,402,84.1%,1768,3.7,52,0.11,N/A,N/A,2340,4.9,0.38%,N/A,60,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,N/A,N/A,N/A,3,2,N/A,10,N/A,high speed,No,N/A,y-86,Municipal,No,N/A,"1491 Roxbury Rd.
Roxbury, VT 05669
(44.093448570000476, -72.73309558999966)",95,http://www.facebook.com/pages/Roxbury-Free-Library/225492285010,Roxbury
2009-2010,VT0147,SPRINGFIELD,Springfield Town,43 Main St.,43 Main St.,Windsor,(802) 885-3108,53.92,06/30/2010,8587,40,1,107,2.68,222,5.55,329,8.23,30,10300,$0.00,$0.00,$0.00,$0.00,$0.00,$592706.00,$69.02,$18760.00,$611466.00,$100.00,$960.00,$795.00,$5805.00,$2050.00,$50426.00,$10312.00,$5602.00,$66340.00,$7.73,$360681.00,$103243.00,$463924.00,$81202.00,$611466.00,$71.21,$3748.00,$0 ,31004,16323,47327,5.51,182,1085,519,1604,1706,774,2480,51411,138,14,152,33,0,3872,999,4871,56.73%,37232,4.34,1976,0.23,39979,24469,64448,7.51,1.25%,1014,969,66,105,3,174,629,2026,18,2673,0.31,1213,1189,33,22,10,0,245,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",Yes,WebBalanced Office for Libraries,y-86,Municipal,Yes,The Library Corporation,"43 Main St.
Springfield, VT 05156
(43.298186246000455, -72.48198773499962)",2904,springfieldtownlibrary.org,Springfield
